,Unnamed: 0,pickup_loc_lat,pickup_loc_lon,dropoff_loc_lat,dropoff_loc_lon,pickup_time_day_of_week_sin,pickup_time_day_of_week_cos,pickup_time_of_day_sin,pickup_time_of_day_cos
6517980,6517980,-73.9813003540039,40.763671875,-73.9529571533203,40.78337097167969,0.8660254037844386,0.5000000000000001,-0.999914327574007,-0.0130895955713446
7441596,7441596,-73.97077941894531,40.75841522216797,-73.98908233642578,40.726680755615234,-2.4492935982947064e-16,1.0,0.8788171126619654,-0.4771587602596084
2167201,2167201,-73.9957733154297,40.764358520507805,-73.97765350341797,40.7534408569336,-0.8660254037844384,-0.5000000000000004,-0.4422886902190014,0.8968727415326883
1809239,1809239,-73.9573516845703,40.77704620361328,-73.98771667480467,40.77957534790039,-0.8660254037844386,0.5000000000000001,-0.9914448613738104,-0.1305261922200516
2706990,2706990,-73.9490509033203,40.781551361083984,-73.91641235351561,40.85483169555664,0.8660254037844386,0.5000000000000001,-0.5591929034707467,-0.8290375725550418
3943497,3943497,-73.97579193115233,40.75436019897461,-73.96971893310547,40.763309478759766,1.2246467991473532e-16,-1.0,0.8616291604415257,-0.5075383629607043
7150249,7150249,-73.9700469970703,40.7573127746582,-73.9537811279297,40.77513885498047,-0.8660254037844386,0.5000000000000001,-0.7688418320734598,-0.6394390019805845
2005894,2005894,-73.96956634521484,40.76258087158203,-73.97777557373048,40.77376556396485,-2.4492935982947064e-16,1.0,-0.9187912101488982,0.3947438563842675
3059362,3059362,-73.9820785522461,40.736602783203125,-73.96819305419923,40.75107192993164,1.2246467991473532e-16,-1.0,-0.917060074385124,0.3987490689252462
7879126,7879126,-73.9710235595703,40.7608757019043,-73.95929718017578,40.76750946044922,0.8660254037844387,-0.4999999999999998,-0.9990482215818578,0.0436193873653357
9376366,9376366,-73.9925537109375,40.7535285949707,-73.9738998413086,40.7507209777832,0.8660254037844386,0.5000000000000001,-0.8890171414857365,-0.4578739151169567
84629,84629,-73.98658752441406,40.71824264526367,-73.94159698486328,40.71353912353516,-0.8660254037844384,-0.5000000000000004,0.4461978131098087,0.8949343616020251
5764372,5764372,-73.95124816894531,40.77027893066406,-73.94528198242188,40.78258895874024,0.8660254037844386,0.5000000000000001,0.9455185755993168,-0.3255681544571564
